"cell_type"	"biopsy_tissue"	"biopsy_cell_selection"	"grouping_id"	"study_id"	"hgnc_symbol"	"ensembl_gene_id"	"ensembl_version"	"p_value"	"p_value_adj"	"auc"	"pct_cells_target_cluster"	"pct_cells_other_clusters"	"avg_logFC"	"study_specific_columns"	"study_specific_columns_values"	"notes"
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"KLF6"	"ENSG00000067082"	99		0				0.6919668	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"KLRB1"	"ENSG00000111796"	99		0				1.9340574	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"LEPROTL1"	"ENSG00000104660"	99		1.16e-155				0.992973	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"LYAR"	"ENSG00000145220"	99		8.65e-151				1.9412609	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"MALAT1"	"ENSG00000251562"	99		3.29e-189				0.124762304	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"MCL1"	"ENSG00000143384"	99		1.51e-186				0.7729662	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"MYADM"	"ENSG00000179820"	99		0				1.4669814	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"MYL12A"	"ENSG00000101608"	99		1.44e-145				0.5543073	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"NFKBIA"	"ENSG00000100906"	99		5.69e-235				0.7362303	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"PHLDA1"	"ENSG00000139289"	99		1.91e-184				1.9879073	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"PPP1R15A"	"ENSG00000087074"	99		2.97e-228				0.7174648	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"PTGER2"	"ENSG00000125384"	99		4.74e-186				2.1863437	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"PTGER4"	"ENSG00000171522"	99		2.96e-184				1.3588092	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"PTMA"	"ENSG00000187514"	99		6.45e-149				0.20213798	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RGCC"	"ENSG00000102760"	99		1.51e-208				1.2557945	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RORA"	"ENSG00000069667"	99		1.19e-242				1.5295107	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL13A"	"ENSG00000142541"	99		1.51e-165				0.19416885	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL17"	"ENSG00000265681"	99		9.29e-223				0.45287824	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL23A"	"ENSG00000198242"	99		2.66e-132				0.16201405	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL27A"	"ENSG00000166441"	99		4.62e-174				0.23472637	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL31"	"ENSG00000071082"	99		6.45e-223				0.31560913	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL35"	"ENSG00000136942"	99		1.28e-143				0.17816527	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL36A"	"ENSG00000241343"	99		1.53e-233				0.4286644	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL38"	"ENSG00000172809"	99		4.61e-191				0.29547977	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL39"	"ENSG00000198918"	99		1.08e-129				0.15243256	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPL41"	"ENSG00000229117"	99		5.6e-148				0.11395702	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPLP1"	"ENSG00000137818"	99		1.17e-214				0.132237	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPLP2"	"ENSG00000177600"	99		2.54e-178				0.17813593	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS10"	"ENSG00000124614"	99		4.37e-128				0.27428716	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS17"	"ENSG00000182774"	99		1.77e-200				0.38510302	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS19"	"ENSG00000105372"	99		7.89e-183				0.16990928	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS20"	"ENSG00000008988"	99		4.45e-173				0.28269395	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS25"	"ENSG00000118181"	99		6.83e-134				0.1772644	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS27"	"ENSG00000177954"	99		6.47e-160				0.17094442	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS27A"	"ENSG00000143947"	99		1.02e-137				0.15440579	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS29"	"ENSG00000213741"	99		3.65e-263				0.26796198	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RPS3"	"ENSG00000149273"	99		3.02e-131				0.16927394	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"RUNX3"	"ENSG00000020633"	99		2.21e-156				1.4851118	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"S100A10"	"ENSG00000197747"	99		3.4e-233				1.1888745	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"S100A4"	"ENSG00000196154"	99		6.17e-304				1.1285439	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"S100A6"	"ENSG00000197956"	99		2.09e-178				0.80404705	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"SAMSN1"	"ENSG00000155307"	99		6e-219				1.2452817	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"SARAF"	"ENSG00000133872"	99		3.28e-179				0.45969966	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"SRGN"	"ENSG00000122862"	99		2.52e-155				0.45862237	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"SRSF7"	"ENSG00000115875"	99		1.36e-182				0.6309035	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"STAT4"	"ENSG00000138378"	99		4.28e-149				1.5393883	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"SYNE2"	"ENSG00000054654"	99		1.45e-139				1.414302	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"SYTL3"	"ENSG00000164674"	99		7.59e-181				1.3739393	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"TMSB4X"	"ENSG00000205542"	99		2.61e-288				0.29848254	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"TNFAIP3"	"ENSG00000118503"	99		0				1.3370305	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"TPT1"	"ENSG00000133112"	99		1.55e-242				0.19381295	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"TRAC"	"ENSG00000277734"	99		0				1.2857275	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"TRBC2"	"ENSG00000211772"	99		8.66e-154				1.0163162	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"TTC39C"	"ENSG00000168234"	99		1.39e-131				1.6240655	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"TUBA1A"	"ENSG00000167552"	99		4.22e-144				1.0160164	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"UBB"	"ENSG00000170315"	99		4.39e-148				0.48474848	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"UBC"	"ENSG00000150991"	99		8.19e-131				0.29491982	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"AC058791.1"	"ENSG00000273319"	99		1.24e-288				1.6879296	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ACTB"	"ENSG00000075624"	99		1.31e-233				0.38492608	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ADGRE5"	"ENSG00000123146"	99		8.8e-252				1.317498	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ALOX5AP"	"ENSG00000132965"	99		1.68e-224				1.3138099	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ANKRD28"	"ENSG00000206560"	99		5.53e-242				1.0732144	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ANXA1"	"ENSG00000135046"	99		0				1.7717065	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"B2M"	"ENSG00000166710"	99		0				0.18651627	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"BTG1"	"ENSG00000133639"	99		1.74e-250				0.4098076	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CCL20"	"ENSG00000115009"	99		3.68755490022522e-315				3.9459364	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CD2"	"ENSG00000116824"	99		0				1.4803593	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CD3D"	"ENSG00000167286"	99		0				1.4861311	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CD3E"	"ENSG00000198851"	99		5.09e-303				1.1503267	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CD3G"	"ENSG00000160654"	99		2.41e-242				1.4373292	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CD40LG"	"ENSG00000102245"	99		2.34e-216				2.1275978	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CD69"	"ENSG00000110848"	99		0				0.8901959	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CD96"	"ENSG00000153283"	99		0				1.6635206	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CEBPD"	"ENSG00000221869"	99		4.09e-262				3.0966477	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CFL1"	"ENSG00000172757"	99		9.9e-261				0.541068	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CREM"	"ENSG00000095794"	99		2.62e-211				1.1276493	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"CXCR6"	"ENSG00000172215"	99		3.99e-205				3.021486	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"EEF1A1"	"ENSG00000156508"	99		0				0.17769997	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ENO1"	"ENSG00000074800"	99		2.07e-219				0.9556327	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"GAPDH"	"ENSG00000111640"	99		7.27e-307				0.5449169	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"GPR171"	"ENSG00000174946"	99		0				2.108324	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"GPR183"	"ENSG00000169508"	99		0				1.0690448	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"GPR65"	"ENSG00000140030"	99		5.86e-241				1.575285	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ID2"	"ENSG00000115738"	99		0				1.7903454	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"IL32"	"ENSG00000008517"	99		0				1.6072057	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"IL7R"	"ENSG00000168685"	99		0				1.6963887	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"JAML"	"ENSG00000160593"	99		2.11e-234				1.9427179	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"KLF6"	"ENSG00000067082"	99		0				0.80224824	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"KLRB1"	"ENSG00000111796"	99		0				2.1870763	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"MCL1"	"ENSG00000143384"	99		0				0.9108765	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"MGAT4A"	"ENSG00000071073"	99		4.5e-244				1.6826993	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"MYADM"	"ENSG00000179820"	99		0				1.3592687	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"MYL6"	"ENSG00000092841"	99		3.4e-262				0.49679798	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"NFKBIA"	"ENSG00000100906"	99		0				0.94501674	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"NFKBIZ"	"ENSG00000144802"	99		4.77e-256				1.2669636	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"ODF2L"	"ENSG00000122417"	99		0				1.977441	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"OSTF1"	"ENSG00000134996"	99		9.73e-231				1.3576537	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"PBXIP1"	"ENSG00000163346"	99		6.42e-216				1.310483	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"PDE4D"	"ENSG00000113448"	99		0				2.3692129	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"PERP"	"ENSG00000112378"	99		1.01e-209				2.3450701	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"PGK1"	"ENSG00000102144"	99		8.67e-240				0.9784701	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"PPP1R15A"	"ENSG00000087074"	99		1.09e-245				0.664011	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"PTGER4"	"ENSG00000171522"	99		4.73e-216				1.3162661	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RORA"	"ENSG00000069667"	99		0				2.1601033	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL10"	"ENSG00000147403"	99		4.44e-265				0.13408038	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL10A"	"ENSG00000198755"	99		5.09e-225				0.23754908	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL13"	"ENSG00000167526"	99		1.13e-259				0.16246283	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL13A"	"ENSG00000142541"	99		3.67e-254				0.2195688	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL17"	"ENSG00000265681"	99		7.38e-293				0.46081433	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL21"	"ENSG00000122026"	99		1.18e-205				0.17377202	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL23A"	"ENSG00000198242"	99		5.07e-220				0.18961756	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL27"	"ENSG00000131469"	99		6.13e-251				0.27591655	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL27A"	"ENSG00000166441"	99		3.18e-276				0.2690987	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL28"	"ENSG00000108107"	99		3.81e-295				0.22679716	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL31"	"ENSG00000071082"	99		0				0.37542316	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL34"	"ENSG00000109475"	99		1.73e-238				0.18459265	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL35"	"ENSG00000136942"	99		1.79e-240				0.20706126	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL36A"	"ENSG00000241343"	99		0				0.4615751	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL38"	"ENSG00000172809"	99		2.24e-218				0.2845841	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL39"	"ENSG00000198918"	99		1.87e-253				0.1929771	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL41"	"ENSG00000229117"	99		2.45e-281				0.14393954	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPL7"	"ENSG00000147604"	99		2.57e-257				0.26376846	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPLP0"	"ENSG00000089157"	99		0				0.28934342	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPLP1"	"ENSG00000137818"	99		0				0.23113294	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPLP2"	"ENSG00000177600"	99		6.94e-246				0.18929408	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS10"	"ENSG00000124614"	99		6.59e-259				0.34630087	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS12"	"ENSG00000112306"	99		1.98e-265				0.21596691	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS15A"	"ENSG00000134419"	99		4.3e-212				0.17748776	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS16"	"ENSG00000105193"	99		3.83e-258				0.21135934	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS17"	"ENSG00000182774"	99		3.11e-300				0.41975567	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS18"	"ENSG00000231500"	99		9.47e-277				0.16744003	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS19"	"ENSG00000105372"	99		0				0.22595239	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS2"	"ENSG00000140988"	99		0				0.20320728	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS20"	"ENSG00000008988"	99		3.16e-254				0.309031	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS27A"	"ENSG00000143947"	99		1.03e-233				0.18237133	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS29"	"ENSG00000213741"	99		3.55879437224617e-318				0.26799893	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS3"	"ENSG00000149273"	99		1.14e-223				0.20118086	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"RPS6"	"ENSG00000137154"	99		9.34e-229				0.17879161	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"S100A10"	"ENSG00000197747"	99		7.13e-238				1.0859938	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"S100A4"	"ENSG00000196154"	99		0				1.5035532	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"S100A6"	"ENSG00000197956"	99		0				0.9853473	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"SARAF"	"ENSG00000133872"	99		5.99e-230				0.46911976	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"SH3BGRL3"	"ENSG00000142669"	99		4.43e-297				0.7792649	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"SPOCK2"	"ENSG00000107742"	99		0				1.5686849	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"SRGN"	"ENSG00000122862"	99		3.69e-297				0.5449678	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"STAT4"	"ENSG00000138378"	99		1.59e-223				1.6629499	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"SYTL3"	"ENSG00000164674"	99		6.17e-291				1.4929492	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TMSB10"	"ENSG00000034510"	99		1.35e-230				0.3447493	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TMSB4X"	"ENSG00000205542"	99		0				0.35824844	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TNFAIP3"	"ENSG00000118503"	99		0				1.5257713	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TPT1"	"ENSG00000133112"	99		0				0.25290397	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TRAC"	"ENSG00000277734"	99		0				1.4338826	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TRAT1"	"ENSG00000163519"	99		3.66e-230				1.749421	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TRBC1"	"ENSG00000211751"	99		5.9e-218				1.3943982	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"TTC39C"	"ENSG00000168234"	99		2.31e-288				2.0541694	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"UBA52"	"ENSG00000221983"	99		3.5e-214				0.25378996	""	""	
"Th17"	"colon"	"immune"		"JamesKR-32066951"	"VIM"	"ENSG00000026025"	99		2.08e-212				0.5084692	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ACTB"	"ENSG00000075624"	99		7.3e-200				0.43705466	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ACTG1"	"ENSG00000184009"	99		4.67e-165				0.5387659	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ARHGDIB"	"ENSG00000111348"	99		6.56e-125				0.5708263	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ARID5B"	"ENSG00000150347"	99		5.54e-116				1.1753119	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"B2M"	"ENSG00000166710"	99		3.03e-149				0.13587797	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"BATF"	"ENSG00000156127"	99		5.59e-153				1.98489	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"BTG1"	"ENSG00000133639"	99		3.06e-124				0.35466486	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"C12orf57"	"ENSG00000111678"	99		4.74e-122				0.901962	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CARD16"	"ENSG00000204397"	99		9.08e-140				1.9377841	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CCR7"	"ENSG00000126353"	99		5.03e-110				1.5368302	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CD2"	"ENSG00000116824"	99		1.87e-154				1.1369218	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CD247"	"ENSG00000198821"	99		5.13e-166				1.671046	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CD3D"	"ENSG00000167286"	99		5.9e-250				1.2310852	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CD3E"	"ENSG00000198851"	99		2.43e-256				1.2966975	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CD3G"	"ENSG00000160654"	99		1.23e-85				1.131002	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CD7"	"ENSG00000173762"	99		3.7e-103				1.0662287	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"CTLA4"	"ENSG00000163599"	99		3.27e-240				3.728278	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"EEF1A1"	"ENSG00000156508"	99		3.06e-132				0.14326124	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ETS1"	"ENSG00000134954"	99		2.32e-123				1.162921	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"EVL"	"ENSG00000196405"	99		2.78e-133				0.9183235	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"FOXP3"	"ENSG00000049768"	99		1.2e-110				6.3813605	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"FXYD5"	"ENSG00000089327"	99		2.59e-108				0.61043894	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"FYN"	"ENSG00000010810"	99		5.81e-88				1.0970117	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"GBP2"	"ENSG00000162645"	99		1.69e-115				1.9608442	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"GIMAP7"	"ENSG00000179144"	99		1.13e-91				1.2456607	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"HLA-A"	"ENSG00000206503"	99		1.13e-204				0.45894605	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"HLA-B"	"ENSG00000234745"	99		2.71e-91				0.19513454	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"HLA-E"	"ENSG00000204592"	99		9.91e-106				0.3770769	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ICA1"	"ENSG00000003147"	99		4.86e-196				5.038375	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ICOS"	"ENSG00000163600"	99		2.48e-87				1.5804507	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"IFITM1"	"ENSG00000185885"	99		2.44e-146				1.2153187	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"IL32"	"ENSG00000008517"	99		3.55e-176				1.2512729	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"IL6ST"	"ENSG00000134352"	99		1.63e-107				1.8779843	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"IPCEF1"	"ENSG00000074706"	99		1.48e-96				2.1382089	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"ITM2A"	"ENSG00000078596"	99		7.3e-101				1.197326	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"JUNB"	"ENSG00000171223"	99		1.04e-113				0.4349294	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"LAIR2"	"ENSG00000167618"	99		3.54e-81				5.564705	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"LCK"	"ENSG00000182866"	99		6.79e-116				1.1890001	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"LDHB"	"ENSG00000111716"	99		3.2e-154				0.8529837	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"LEF1"	"ENSG00000138795"	99		7.9e-125				2.2918434	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"LEPROTL1"	"ENSG00000104660"	99		5.13e-85				0.8668254	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"LTB"	"ENSG00000227507"	99		1.73e-105				0.84589696	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"MAGEH1"	"ENSG00000187601"	99		8.72e-93				2.208887	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"PBXIP1"	"ENSG00000163346"	99		8.6e-107				1.2124494	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"PFN1"	"ENSG00000108518"	99		3.52e-87				0.43410328	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"PIK3IP1"	"ENSG00000100100"	99		2.69e-164				1.2367723	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"PNRC1"	"ENSG00000146278"	99		9.94e-86				0.4734203	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"PTMA"	"ENSG00000187514"	99		1.1e-107				0.19668469	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"PTPRC"	"ENSG00000081237"	99		2.85e-191				0.7957257	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"RPL11"	"ENSG00000142676"	99		2.32e-161				0.20061445	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"RPL12"	"ENSG00000197958"	99		1.42e-122				0.19198138	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"RPL13"	"ENSG00000167526"	99		1.37e-121				0.13955514	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"RPL14"	"ENSG00000188846"	99		9.08e-102				0.1921313	""	""	
"Treg"	"colon"	"immune"		"JamesKR-32066951"	"RPL19"	"ENSG00000108298"	99		5.08e-150				0.19438505	""	""	
